Year_of_Sampling	Date_of_Sampling 	sample-id	forward-absolute-filepath 	reverse-absolute-filepath 	Location	Region	Berry_Type	Year_of_Planting 	Rootstock	Genotype	Treatment	Replicate	Vine	Observed_Diverstiy	Chao1_Diversity	Shannon_Diversity	Evenness_Diversity	AMF_Colonization	Total_Hyphae	Total_Arbuscules	Total_Vesicles	Total_None	Average_Cluster_Count	Average_Cluster_Weight	Average_Harvest	Bulk_Density	pH	EC	Nitrate	Ammonium	Total_Inorganic_N	PMN	Phosphate	N_Leaf	P_Leaf	K_Leaf	S_Leaf	B_Leaf	Ca_Leaf	Mg_Leaf	Zn_Leaf	Mn_Leaf	Fe_Leaf	Cu_Leaf	POXC	MBC	Min_C	Clay_Content	Sand_Content	Normal_Precipitation_cm	Normal_Temperature_C	Vineyard_Age_yr	Soil_K	Soil_Na	Soil_Ca	Soil_Mg	CEC	Soil_Zn	Soil_Mn	Soil_Cu	Soil_Fe	total_anthocyanins	quercetin_aglycone 	quercetin_glycosides 	grape_reaction_product 	tannin	polymeric_anthocyaninstannin_index	polymeric_anthocyanins 	catechintannin_index	catechin	gallic_acid	caftaric_acid 	caffeic_acid 	astilbin																									
2022	26-Jul-22	AR078	/Users/amandarodriguez/Desktop/sequencing-data/AR078_S31_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR078_S31_L001_R2_001.fastq.gz	Hacienda 	Central CA	CH (white)	1993	5BB	CH x 5BB	4	1	3	79	79	1.87	0.43	82	41	0	7	9	34.6	3.91	145.69	1.5	7.3	74.2	0.65	3.23	3.88	1.17	16.33	22100	4020	11000	2470	96.4	28300	4580	78.1	170.4	1464	56.8	442.14	125.5	1.21	13.59	64.63	25.5	14.49	29	116	 54	1140.276	205.335	 7.91	  5.8	 14.9	  4.9	  4.7	NA	3.9	< 0.2	1.4	13.2				< 0.2	< 0.2	44.4	< 0.2	0.4																									
2022	26-Jul-22	NA	NA	NA	CCA-PN2	Central CA	Pinot Noir (red)	2005	1616C	PN x 1616C	4	3	1	94	94	3.37	0.74	100	50	0	20	0	21.8	1.99	45.24	1.5	8.1	112.85	0.00	0.55	0.55	2.44	15.27	20000	2060	11600	1520	41.2	21400	3780	71.9	114.4	2047	8.2	261.87	122.5	0.65	12.93	56.07	30.6	14.66	16	118	 36	1969.932	266.085	12.48	  2.9	 13.0	  1.1	  8.8	561	45	NA		189	0.032	6	0.376	71																													
2022	26-Jul-22	AR081	/Users/amandarodriguez/Desktop/sequencing-data/AR081_S32_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR081_S32_L001_R2_001.fastq.gz	CCA-PN2	Central CA	Pinot Noir (red)	2006	1616C	PN x 1616C	4	3	2	111	111	3.18	0.67	94	46	0	12	3	21.8	1.99	45.24	1.5	8.1	112.85	0.00	0.55	0.55	2.44	15.27	20000	2060	11600	1520	41.2	21400	3780	71.9	114.4	2047	8.2	261.87	122.5	0.65	12.93	56.07	30.6	14.66	16	118	 36	1969.932	266.085	12.48	  2.9	 13.0	  1.1	  8.8	561	45	NA		189	0.032	6	0.376	71																													
2022	26-Jul-22	AR082	/Users/amandarodriguez/Desktop/sequencing-data/AR082_S33_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR082_S33_L001_R2_001.fastq.gz	CCA-PN2	Central CA	Pinot Noir (red)	2006	1616C	PN x 1616C	4	3	3	111	111	3.18	0.67	90	40	1	13	5	21.8	1.99	45.24	1.5	8.1	112.85	0.00	0.55	0.55	2.44	15.27	20000	2060	11600	1520	41.2	21400	3780	71.9	114.4	2047	8.2	261.87	122.5	0.65	12.93	56.07	30.6	14.66	16	118	 36	1969.932	266.085	12.48	  2.9	 13.0	  1.1	  8.8	561	45	NA		189	0.032	6	0.376	71																													
2022	26-Jul-22	AR084	/Users/amandarodriguez/Desktop/sequencing-data/AR084_S34_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR084_S34_L001_R2_001.fastq.gz	CCA-PN2	Central CA	Pinot Noir (red)	2006	1616C	PN x 1616C	4	2	1	84	84	2.85	0.64	86	43	0	11	7	31.6	3.48	126.22	1.5	7.5	95.5	0.13	0.29	0.42	4.31	13.99	24100	3210	10600	2530	78.6	26100	4360	66.1	172.3	1405	53.7	432.04	216.54	1.35	13.59	64.63	25.5	14.49	29	 88	135	1434.864	300.105	10.44	  6.7	 20.5	  4.8	  4.3		4	< 0.2	1.4	16.3				< 0.2	< 0.2	42.8	< 0.2	0.5																									
2022	29-Jul-22	AR085	/Users/amandarodriguez/Desktop/sequencing-data/AR085_S35_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR085_S35_L001_R2_001.fastq.gz	CCA-CHAR1	Central CA	CH (white)	1993	5BB	CH x 5BB	4	2	2	95	95	3.08	0.68	94	42	2	10	3	31.6	3.48	126.22	1.5	7.5	95.5	0.13	0.29	0.42	4.31	13.99	24100	3210	10600	2530	78.6	26100	4360	66.1	172.3	1405	53.7	432.04	216.54	1.35	13.59	64.63	25.5	14.49	29	 88	135	1434.864	300.105	10.44	  6.7	 20.5	  4.8	  4.3		4	< 0.2	1.4	16.3				< 0.2	< 0.2	42.8	< 0.2	0.5																									
2022	29-Jul-22	AR088	/Users/amandarodriguez/Desktop/sequencing-data/AR088_S36_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR088_S36_L001_R2_001.fastq.gz	CCA-CHAR1	Central CA	CH (white)	1993	5BB	CH x 5BB	4	2	3	59	59	1.80	0.44	94	41	1	7	3	31.6	3.48	126.22	1.5	7.5	95.5	0.13	0.29	0.42	4.31	13.99	24100	3210	10600	2530	78.6	26100	4360	66.1	172.3	1405	53.7	432.04	216.54	1.35	13.59	64.63	25.5	14.49	29	 88	135	1434.864	300.105	10.44	  6.7	 20.5	  4.8	  4.3		4	< 0.2	1.4	16.3				< 0.2	< 0.2	42.8	< 0.2	0.5																									
2022	29-Jul-22	AR090	/Users/amandarodriguez/Desktop/sequencing-data/AR090_S37_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR090_S37_L001_R2_001.fastq.gz	CCA-CHAR1	Central CA	CH (white)	1993	5BB	CH x 5BB	4	3	1	98	98	2.74	0.60	94	46	2	15	3	33.3	3.52	126.11	1.5	7.4	100.9	0.11	1.06	1.17	6.54	17.88	22400	4330	9700	2630	94.6	27000	4620	82.8	204.2	1789	122.5	482.50	447.62	1.43	13.59	64.63	25.5	14.49	29	107	106	1490.976	303.75	10.67	  5.6	 24.2	  4.0	  4.7		4.7	< 0.2	1.6	18.3				< 0.2	< 0.2	40.6	< 0.2	0.5																									
2022	29-Jul-22	AR091	/Users/amandarodriguez/Desktop/sequencing-data/AR091_S38_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR091_S38_L001_R2_001.fastq.gz	CCA-CHAR1	Central CA	CH (white)	1993	5BB	CH x 5BB	4	3	2	105	105	2.60	0.56	88	43	0	6	6	33.3	3.52	126.11	1.5	7.4	100.9	0.11	1.06	1.17	6.54	17.88	22400	4330	9700	2630	94.6	27000	4620	82.8	204.2	1789	122.5	482.50	447.62	1.43	13.59	64.63	25.5	14.49	29	107	106	1490.976	303.75	10.67	  5.6	 24.2	  4.0	  4.7		4.7	< 0.2	1.6	18.3				< 0.2	< 0.2	40.6	< 0.2	0.5																									
		AR093	/Users/amandarodriguez/Desktop/sequencing-data/AR093_S39_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR093_S39_L001_R2_001.fastq.gz	CCA-CHAR1	Central CA	CH (white)	1993	5BB	CH x 5BB	4	3	3	113	113	2.63	0.56	94	47	0	14	3	33.3	3.52	126.11	1.5	7.4	100.9	0.11	1.06	1.17	6.54	17.88	22400	4330	9700	2630	94.6	27000	4620	82.8	204.2	1789	122.5	482.50	447.62	1.43	13.59	64.63	25.5	14.49	29	107	106	1490.976	303.75	10.67	  5.6	 24.2	  4.0	  4.7		4.7	< 0.2	1.6	18.3				< 0.2	< 0.2	40.6	< 0.2	0.5																									
2022	29-Jul-22	AR094	/Users/amandarodriguez/Desktop/sequencing-data/AR094_S40_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR094_S40_L001_R2_001.fastq.gz	CCA-CHAR1	Central CA	CH (white)	1993	5BB	CH x 5BB	4	3	3	113	113	2.63	0.56	94	47	0	14	3	33.3	3.52	126.11	1.5	7.4	100.9	0.11	1.06	1.17	6.54	17.88	22400	4330	9700	2630	94.6	27000	4620	82.8	204.2	1789	122.5	482.50	447.62	1.43	13.59	64.63	25.5	14.49	29	107	106	1490.976	303.75	10.67	  5.6	 24.2	  4.0	  4.7		4.7	< 0.2	1.6	18.3				< 0.2	< 0.2	40.6	< 0.2	0.5																									
2022	29-Jul-22	AR095	/Users/amandarodriguez/Desktop/sequencing-data/AR095_S41_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR095_S41_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	1	1	84	84	2.80	0.63	98	49	0	15	1	18.3	1.88	39.53	1.2	6.9	74.97	0.19	NA	NA	NA	39.42	22400	2810	9400	1710	53.1	19100	5050	60.9	61.9	259	19.7	442.14	NA	1.16	29.2	15.9	83.2	14.26	10	391.0	 43.0	3410.808	667.035	23.71	4.2	25.7	2.8	40.5	452		49		252	0.02	5	0.349	88																													
2022	29-Jul-22	AR096	/Users/amandarodriguez/Desktop/sequencing-data/AR096_S42_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR096_S42_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	1	2	80	80	2.53	0.58	98	47	0	22	1	18.3	1.88	39.53	1.2	6.9	74.97	0.19	NA	NA	NA	39.42	22400	2810	9400	1710	53.1	19100	5050	60.9	61.9	259	19.7	442.14	NA	1.16	29.2	15.9	83.2	14.26	10	391.0	 43.0	3410.808	667.035	23.71	4.2	25.7	2.8	40.5	452		49		252	0.02	5	0.349	88																													
2022	29-Jul-22	AR098	/Users/amandarodriguez/Desktop/sequencing-data/AR098_S43_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR098_S43_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	1	3	59	59	2.04	0.50	96	48	0	20	2	18.3	1.88	39.53	1.2	6.9	74.97	0.19	NA	NA	NA	39.42	22400	2810	9400	1710	53.1	19100	5050	60.9	61.9	259	19.7	442.14	NA	1.16	29.2	15.9	83.2	14.26	10	391.0	 43.0	3410.808	667.035	23.71	4.2	25.7	2.8	40.5	452		49		252	0.02	5	0.349	88																													
2022	29-Jul-22	AR099	/Users/amandarodriguez/Desktop/sequencing-data/AR099_S44_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR099_S44_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	2	1	65	65	2.42	0.58	100	50	1	35	0	28.7	3.54	104.86	1.2	7.5	89.47	0.27	0.08	0.35	1.68	36.43	23700	2580	9000	1800	49.6	18100	4740	48.2	42.1	275	9.2	499.32	104.25	1.5	29.2	15.9	83.2	14.26	10	488.0	 44.0	3472.932	692.55	24.47	3.2	22.4	3.9	36.9	501		49		234	0.017	4	0.487	114																													
2022	29-Jul-22	AR101	/Users/amandarodriguez/Desktop/sequencing-data/AR101_S45_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR101_S45_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	2	2	82	82	2.68	0.61	92	40	1	18	4	28.7	3.54	104.86	1.2	7.5	89.47	0.27	0.08	0.35	1.68	36.43	23700	2580	9000	1800	49.6	18100	4740	48.2	42.1	275	9.2	499.32	104.25	1.5	29.2	15.9	83.2	14.26	10	488.0	 44.0	3472.932	692.55	24.47	3.2	22.4	3.9	36.9	501		49		234	0.017	4	0.487	114																													
2022	29-Jul-22	AR102	/Users/amandarodriguez/Desktop/sequencing-data/AR102_S46_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR102_S46_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	2	3	75	75	2.43	0.56	94	40	1	18	4	28.7	3.54	104.86	1.2	7.5	89.47	0.27	0.08	0.35	1.68	36.43	23700	2580	9000	1800	49.6	18100	4740	48.2	42.1	275	9.2	499.32	104.25	1.5	29.2	15.9	83.2	14.26	10	488.0	 44.0	3472.932	692.55	24.47	3.2	22.4	3.9	36.9	501		49		234	0.017	4	0.487	114																													
2022	29-Jul-22	AR103	/Users/amandarodriguez/Desktop/sequencing-data/AR103_S47_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR103_S47_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	3	1	60	60	2.83	0.69	98	48	0	26	1	26.7	2.89	84.86	1.2	7.1	70	0.19	0.37	0.56	3.85	34.44	24100	2530	9800	1660	54.9	19400	4620	40.8	40.8	248	8	472.41	123.89	1.15	29.2	15.9	83.2	14.26	10	346.0	 33.0	3344.676	729	23.72	2.2	22.8	3.7	33.8	418		41		239	0.017	4	0.351	84																													
2022	29-Jul-22	AR105	/Users/amandarodriguez/Desktop/sequencing-data/AR105_S48_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR105_S48_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	3	2	71	71	1.66	0.39	94	43	1	24	3	26.7	2.89	84.86	1.2	7.1	70	0.19	0.37	0.56	3.85	34.44	24100	2530	9800	1660	54.9	19400	4620	40.8	40.8	248	8	472.41	123.89	1.15	29.2	15.9	83.2	14.26	10	346.0	 33.0	3344.676	729	23.72	2.2	22.8	3.7	33.8	418		41		239	0.017	4	0.351	84																													
2022	29-Jul-22	AR107	/Users/amandarodriguez/Desktop/sequencing-data/AR107_S49_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR107_S49_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	1	3	3	45	45	2.04	0.54	98	47	1	24	1	26.7	2.89	84.86	1.2	7.1	70	0.19	0.37	0.56	3.85	34.44	24100	2530	9800	1660	54.9	19400	4620	40.8	40.8	248	8	472.41	123.89	1.15	29.2	15.9	83.2	14.26	10	346.0	 33.0	3344.676	729	23.72	2.2	22.8	3.7	33.8	418		41		239	0.017	4	0.351	84																													
2022	29-Jul-22	AR109	/Users/amandarodriguez/Desktop/sequencing-data/AR109_S50_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR109_S50_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	1	1	104	104	2.64	0.57	94	45	0	18	3	11.5	0.98	15.62	1.2	7.4	97.4	0.21	1.34	1.55	4.11	37.76	22300	3090	9400	1740	48.6	20400	4720	41.4	52.3	236	12	458.96	157.6	1.08	29.2	15.9	83.2	14.26	10	396.0	 51.0	3621.228	827.415	26.12	3.4	17.6	3	26.1	521		72		274	0.022	6	0.383	105																													
2022	29-Jul-22	AR110	/Users/amandarodriguez/Desktop/sequencing-data/AR110_S51_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR110_S51_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	1	2	81	81	2.84	0.65	92	42	1	16	4	11.5	0.98	15.62	1.2	7.4	97.4	0.21	1.34	1.55	4.11	37.76	22300	3090	9400	1740	48.6	20400	4720	41.4	52.3	236	12	458.96	157.6	1.08	29.2	15.9	83.2	14.26	10	396.0	 51.0	3621.228	827.415	26.12	3.4	17.6	3	26.1	521		72		274	0.022	6	0.383	105																													
2022	29-Jul-22	AR112	/Users/amandarodriguez/Desktop/sequencing-data/AR112_S52_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR112_S52_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	1	3	95	95	2.91	0.64	94	46	0	29	3	11.5	0.98	15.62	1.2	7.4	97.4	0.21	1.34	1.55	4.11	37.76	22300	3090	9400	1740	48.6	20400	4720	41.4	52.3	236	12	458.96	157.6	1.08	29.2	15.9	83.2	14.26	10	396.0	 51.0	3621.228	827.415	26.12	3.4	17.6	3	26.1	521		72		274	0.022	6	0.383	105																													
2022	29-Jul-22	AR113	/Users/amandarodriguez/Desktop/sequencing-data/AR113_S53_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR113_S53_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	2	1	73	73	1.51	0.35	86	36	0	20	7	25.4	2.9	76.66	1.2	7.5	105.94	0.13	2.31	2.44	5.12	33.95	23700	2780	7900	1800	54.5	21300	5200	46.4	41.2	217	12	573.33	273.57	1.21	29.2	15.9	83.2	14.26	10	362.0	 65.0	3470.928	961.065	26.44	4.5	21.4	3.3	32.3	515		53		265	0.019	5	0.362	96																													
2022	29-Jul-22	AR114	/Users/amandarodriguez/Desktop/sequencing-data/AR114_S54_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR114_S54_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	2	2	97	97	2.28	0.50	92	45	1	24	4	25.4	2.9	76.66	1.2	7.5	105.94	0.13	2.31	2.44	5.12	33.95	23700	2780	7900	1800	54.5	21300	5200	46.4	41.2	217	12	573.33	273.57	1.21	29.2	15.9	83.2	14.26	10	362.0	 65.0	3470.928	961.065	26.44	4.5	21.4	3.3	32.3	515		53		265	0.019	5	0.362	96																													
2022	29-Jul-22	AR116	/Users/amandarodriguez/Desktop/sequencing-data/AR116_S55_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR116_S55_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	2	3	90	90	2.30	0.51	96	45	1	25	2	25.4	2.9	76.66	1.2	7.5	105.94	0.13	2.31	2.44	5.12	33.95	23700	2780	7900	1800	54.5	21300	5200	46.4	41.2	217	12	573.33	273.57	1.21	29.2	15.9	83.2	14.26	10	362.0	 65.0	3470.928	961.065	26.44	4.5	21.4	3.3	32.3	515		53		265	0.019	5	0.362	96																													
2022	29-Jul-22	AR118	/Users/amandarodriguez/Desktop/sequencing-data/AR118_S56_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR118_S56_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	3	1	225	225	3.63	0.67	100	48	0	26	0	24.7	2.97	85.31	1.2	7.3	125.4	0.24	0.16	0.40	1.06	63.18	24350	2760	8900	1900	59.8	21700	5300	46.75	40.3	219	14.9	529.6	212.15	0.96	29.2	15.9	83.2	14.26	10	530.0	 28.0	3837.66	639.09	25.88	3	28.5	3.6	32.7	459		38		234	0.017	4	0.483	113																													
2022	29-Jul-22	AR119	/Users/amandarodriguez/Desktop/sequencing-data/AR119_S57_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR119_S57_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	3	2	83	83	2.87	0.65	94	46	0	23	3	24.7	2.97	85.31	1.2	7.3	125.4	0.24	0.16	0.40	1.06	63.18	24350	2760	8900	1900	59.8	21700	5300	46.75	40.3	219	14.9	529.6	212.15	0.96	29.2	15.9	83.2	14.26	10	530.0	 28.0	3837.66	639.09	25.88	3	28.5	3.6	32.7	459		38		234	0.017	4	0.483	113																													
2022	29-Jul-22	AR120	/Users/amandarodriguez/Desktop/sequencing-data/AR120_S58_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR120_S58_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	2	3	3	55	55	1.71	0.43	98	47	1	20	1	24.7	2.97	85.31	1.2	7.3	125.4	0.24	0.16	0.40	1.06	63.18	24350	2760	8900	1900	59.8	21700	5300	46.75	40.3	219	14.9	529.6	212.15	0.96	29.2	15.9	83.2	14.26	10	530.0	 28.0	3837.66	639.09	25.88	3	28.5	3.6	32.7	459		38		234	0.017	4	0.483	113																													
2022	29-Jul-22	AR122	/Users/amandarodriguez/Desktop/sequencing-data/AR122_S59_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR122_S59_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	1	1	80	80	2.65	0.60	90	43	2	13	5	17.7	1.85	42.64	1.2	7.4	82.24	0.09	0.32	0.41	3.97	32.95	26200	2910	9600	2000	48.8	21700	5220	48.6	55	325	14.8	469.05	242.45	1.24	29.2	15.9	83.2	14.26	10	317.0	 67.0	3342.672	749.655	23.96	3.7	23.5	2.7	31.1	517		51		257	0.019	5	0.393	101																													
2022	29-Jul-22	AR123	/Users/amandarodriguez/Desktop/sequencing-data/AR123_S60_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR123_S60_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	1	2	65	65	2.52	0.60	88	39	0	16	6	17.71	1.86	42.65	1.2	7.4	82.24	0.09	0.32	0.41	3.97	32.95	26200	2910	9600	2000	48.8	21700	5220	48.6	55	325	14.8	469.05	242.45	1.24	29.2	15.9	83.2	14.26	10	317.0	 67.0	3342.672	749.655	23.96	3.7	23.5	2.7	31.1	517		51		257	0.019	5	0.393	101																													
2022	29-Jul-22	AR124	/Users/amandarodriguez/Desktop/sequencing-data/AR124_S61_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR124_S61_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	1	3	81	81	3.08	0.70	92	45	0	24	4	17.72	1.87	42.66	1.2	7.4	82.24	0.09	0.32	0.41	3.97	32.95	26200	2910	9600	2000	48.8	21700	5220	48.6	55	325	14.8	469.05	242.45	1.24	29.2	15.9	83.2	14.26	10	317.0	 67.0	3342.672	749.655	23.96	3.7	23.5	2.7	31.1	517		51		257	0.019	5	0.393	101																													
2022	29-Jul-22	AR126	/Users/amandarodriguez/Desktop/sequencing-data/AR126_S62_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR126_S62_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	2	1	176	176	3.58	0.69	74	34	2	14	13	30	3.8	123.52	1.2	7.6	121.3	0.14	1.04	1.18	0	45.06	24700	2770	9900	1920	55.4	19700	4920	45.7	47.3	322	14.2	482.5	152.78	1.06	29.2	15.9	83.2	14.26	10	499.0	 53.0	3915.816	538.245	25.48	4	17.1	3.2	26.5	423		49		237	0.017	4	0.447	106																													
2022	29-Jul-22	AR127	/Users/amandarodriguez/Desktop/sequencing-data/AR127_S63_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR127_S63_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	2	2	74	74	1.83	0.43	88	40	1	19	6	30	3.8	123.52	1.2	7.6	121.3	0.14	1.04	1.18	0	45.06	24700	2770	9900	1920	55.4	19700	4920	45.7	47.3	322	14.2	482.5	152.78	1.06	29.2	15.9	83.2	14.26	10	499.0	 53.0	3915.816	538.245	25.48	4	17.1	3.2	26.5	423		49		237	0.017	4	0.447	106																													
2022	29-Jul-22	AR129	/Users/amandarodriguez/Desktop/sequencing-data/AR129_S64_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR129_S64_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	2	3	65	65	2.76	0.66	90	44	0	19	5	30	3.8	123.52	1.2	7.6	121.3	0.14	1.04	1.18	0	45.06	24700	2770	9900	1920	55.4	19700	4920	45.7	47.3	322	14.2	482.5	152.78	1.06	29.2	15.9	83.2	14.26	10	499.0	 53.0	3915.816	538.245	25.48	4	17.1	3.2	26.5	423		49		237	0.017	4	0.447	106																													
2022	29-Jul-22	AR130	/Users/amandarodriguez/Desktop/sequencing-data/AR130_S65_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR130_S65_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	3	1	54	54	2.22	0.56	92	44	0	22	4	26.3	3.4	95.34	1.2	7.3	74.16	0.65	3.23	3.88	1.17	34.73	24000	2910	9900	1860	60.2	20000	4910	49.8	42.7	287	14	442.14	125.5	1.21	29.2	15.9	83.2	14.26	10	487.0	 37.0	3250.488	973.215	25.64	2.7	20.7	3.2	25.5	466		47		237	0.017	4	0.553	131																													
2022	29-Jul-22	AR132	/Users/amandarodriguez/Desktop/sequencing-data/AR132_S66_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR132_S66_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	3	2	68	68	2.27	0.54	90	42	0	22	5	26.3	3.4	95.34	1.2	7.3	74.16	0.65	3.23	3.88	1.17	34.73	24000	2910	9900	1860	60.2	20000	4910	49.8	42.7	287	14	442.14	125.5	1.21	29.2	15.9	83.2	14.26	10	487.0	 37.0	3250.488	973.215	25.64	2.7	20.7	3.2	25.5	466		47		237	0.017	4	0.553	131																													
2022	29-Jul-22	AR133	/Users/amandarodriguez/Desktop/sequencing-data/AR133_S67_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR133_S67_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	3	3	3	67	67	2.84	0.68	90	43	0	21	5	26.3	3.4	95.34	1.2	7.3	74.16	0.65	3.23	3.88	1.17	34.73	24000	2910	9900	1860	60.2	20000	4910	49.8	42.7	287	14	442.14	125.5	1.21	29.2	15.9	83.2	14.26	10	487.0	 37.0	3250.488	973.215	25.64	2.7	20.7	3.2	25.5	466		47		237	0.017	4	0.553	131																													
2022	29-Jul-22	AR134	/Users/amandarodriguez/Desktop/sequencing-data/AR134_S68_L001_R1_001.fastq.gz	/Users/amandarodriguez/Desktop/sequencing-data/AR134_S68_L001_R2_001.fastq.gz	NCA-PN	Northern CA	Pinot Noir (red)	2012	101-14	PN x 101-14	4	1	1	75	75	2.44	0.57	98	44	4	33	1	17.6	1.71	36.15	1.2	7.2	80.49	0.13	0.13	0.26	0.69	39.46	24100	3120	8700	1880	52.2	21400	5300	42.9	53.2	308	14.7	344.58	183.08	1.28	29.2	15.9	83.2	14.26	10	376.0	 44.0	3408.804	512.73	22.37	3	25	3	43.1	414		59		264	0.019	5	0.341	90																													
